vernacular_name,scientific_name,used_parts,harvest,preservation,desease,GBIF,GBIF_id,theferns,hazards,habitat,habit,cultivation,edible,others,agroforestry,propagation
Cypress (EN); Cipresso (IT);,Cupressus sempervirens,Buds; Young branches;,Collect the branches in spring and the buds in winter,Dry the branches in the shade and store them in paper or cloth bags. Dry the buds in the sun and store them in tightly sealed containers,Amenorrhea;  To regulate menstrual cycle;         ,https://www.gbif.org/species/2684030,2684030,https://temperate.theferns.info/viewtropical.php?id=Cupressus+sempervirens,,"Rocky mountainous areas, usually near the coast, in S. Europe. Maquis and in pine or juniper woodland, growing in rocky soil mostly over limestone on slopes and in gorges, occasionally igneous rock; at elevations up to 1,700 metres.",evergreen tree,"Thrives in a deep well-drained loamy or peaty soil. Established plants are very tolerant of hot dry conditions and drought. Tolerates poor sandy soils, but is then more subject to damage by white-scale insects in a succession of dry seasons. Plants are not very happy when growing on chalky soils but they thrive on limestone. Requires a sunny position. Growth can be quite vigorous, especially in young trees, with many averaging 60cm a year. Growth slows and almost comes to a halt when the tree is 12 - 15 metres tall. Plants are subject to injury by the wind. Trees are notably susceptible to honey fungus. The seed takes two summers to mature. Mature cones can remain unopened on the tree for a number of years. They open after the heat of a forest fire to scatter their seeds which then germinate and grow away quickly in the ashes of the fire. Plants are resentful of root disturbance, any transplanting should be done in April or September when the roots are in active growth.",,"An essential oil is distilled from the shoots. It is used in perfumery and soap making. An infusion of the wood is used in footbaths to combat perspiration of the feet. The fragrant wood is very hard and very durable. A popular wood for building uses, cabinet making and wardrobes, especially since it retains its fragrance, repels moths and is impervious to woodworm.",,"Seed - sow late winter in a cold frame and only just cover the seed. Three weeks cold stratification can improve germination rates. The seed usually germinates in 1 - 2 months at 20°c. The seedlings are very subject to damping off so should be watered with care and kept well-ventilated. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. The seed can store for several years. Cuttings of almost ripe wood, September in a frost-proof frame. Mid spring is the best time to take cuttings."
Common poppy (EN); Papavero (IT);,Papaverum rhoeas,Flowers;,"Harvest the petals and the seedpods, emptied of their seeds, during flowering","Dry in the shade and store in containers away from light, moisture and air",Dysmenorrhea;,https://www.gbif.org/species/2888443,2888443,https://temperate.theferns.info/viewtropical.php?id=Papaver+rhoeas,"This plant is toxic to mammals, though the toxicity is low. The seed is not toxic.","A common weed of cultivated land and waste places, avoiding acid soils. Becoming far less frequent on cultivated land due to modern agricultural practices.",annual,"Prefers a well-drained sandy loam in a sunny position. Does not do well on wet clay soils but succeeds in most other soils. Plants usually self-sow freely when growing in suitable conditions so long as the soil surface is disturbed. When growing in cereal fields, poppies decrease the yields of nearby cereal plants. Members of this genus are rarely if ever troubled by browsing deer or rabbits.","Seed - raw or cooked. Much used as a flavouring in cakes, bread, fruit salads etc, it imparts a very nice nutty flavour. The seeds are rather small, but they are contained in fairly large seed pods and so are easy to harvest. The seeds are perfectly safe to eat, containing none of the alkaloids associated with other parts of the plant. Leaves - raw or cooked. Used like spinach or as a flavouring in soups and salads. The leaves should not be used after the flower buds have formed. Some caution is advised, see the notes above on toxicity. An edible oil is obtained from the seed.  Said to be an excellent substitute for olive oil,  it can be used in salad dressings or for cooking. A syrup can be prepared from the scarlet flower petals, it is used in soups, gruels etc. A red dye from the petals is used as a food flavouring, especially in wine.","A red dye is obtained from the flowers, though it is very fugitive. A syrup made from the petals has been used as a colouring matter for old inks. The red petals are used to add colour to pot-pourri.",,"Seed - sow spring or autumn in situ."
Savin juniper (EN); Erba sabina (IT);,Juniperus sabina,Flowers;,,,Amenorrhea; To regulate menstrual cycle;  ,https://www.gbif.org/species/7963890,7963890,https://temperate.theferns.info/viewtropical.php?id=Juniperus+sabina,"The foliage and the seeds contain sabinol (a terpenic alcohol) and gallic acid, which is transformed into pyrogallol. Consumption of the foliage causes a severe irritation of all mucous membranes. The sabinol attacks the nervous system, causing convulsions.","Montane to subalpine coniferous forests; invading alpine meadows, most abundant on sunny, dry slopes in mountains with a mesic climate, often on limestone but also on granitic rock, especially on drier slopes; at elevations from 700 - 3,000 metres",evergreen shrub,"Cold-hardy plant, able to tolerate temperatures down to around -35°c when fully dormant. Succeeds in most soils if they are well drained, preferring a neutral or slightly alkaline soil. Prefers a limestone soil. Succeeds in poor soils and in light shade. Established plants are drought tolerant, succeeding in hot dry positions. Tolerates maritime exposure. All parts of the plant have a powerful pungent smell. The plant is sometimes attacked by a rust, this is a fungus with an aecidial stage on the leaves of pear trees. Plants are resistant to honey fungus.",,"Leaves are used as an insect repellent, a decoction of them is used against lice. An essential oil from the leaves and shoots has strong diuretic properties and is also used in perfumery. The wood is of little value, but was traditionally used in the Alps to make walking sticks.","The taller forms of this species make a good hedge. A good dense ground cover plant, though it is slow to cover the ground. The species type eventually forms a high ground cover, but there are many named forms that are lower-growing. Plants should be spaced about 1.2 metres apart each way.","The seed requires a period of cold stratification. The seed has a hard seedcoat and can be very slow to germinate, requiring a cold period followed by a warm period and then another cold spell, each of 2 - 3 months duration. Soaking the seed for 3 - 6 seconds in boiling water may speed up the germination process. The seed is best sown as soon as it is ripe in a cold frame. Some might germinate in the following spring, though most will take another year. Another possibility is to harvest the seed 'green' (when the embryo has fully formed but before the seedcoat has hardened). The seedlings can be potted up into individual pots when they are large enough to handle. Grow on in pots until large enough, then plant out in early summer. When stored dry, the seed can remain viable for several years. Cuttings of mature wood, 5 - 10cm with a heel, September/early autumn in a cold frame. Plant out in the following autumn. Layering in September/early autumn. Takes 12 months."
Saffron (EN); Zafferano (IT);,Crocus sativus,Flowers;,Harvest the stigmas of the flowers at the start of flowering,Dry in the sun and store in canvas bags away from light and moisture,Amenorrhea;        ,https://www.gbif.org/species/2747430,2747430,https://temperate.theferns.info/viewtropical.php?id=Crocus+sativus,,,corm,"Prefers a well-drained sandy or loamy soil that is free from clay. Prefers a sunny position. Grows well on calcareous soils and on hot sheltered stony banks. Plants are very frost hardy. They also thrive in areas with poor summers, though they usually fail to flower in such conditions. Plants produce less saffron when grown on rich soils. Saffron has been cultivated for over 4,000 years for the edible dye obtained from the flower stigmas. When inhaled near to, the flowers have a delicate perfume. Unlike most members of this genus, the flowers do not close of a night time or in dull weather. The flowers are only produced after hot, dry summers. Plants tend to move considerably from their original planting place because of their means of vegetative reproduction, it is therefore wise not to grow different species in close proximity. Any planting out is best done in late spring or early summer. Plants take 4 - 5 years to come into flowering from seed.","The flower styles are commonly used as a flavouring and yellow colouring for various foods such as bread, soups, sauces, rice and puddings.  The styles are extremely rich in riboflavin. Water soluble. The flower styles are used as a tea substitute. Root - cooked. The corms are toxic to young animals so this report of edibility should be treated with some caution.","The yellow dye obtained from the stigmas has been used for many centuries to colour cloth. A blue or green dye is obtained from the petals.",,"Seed - according to some reports this species is a sterile triploid and so does not produce fertile seed. However, if seed is obtained then it is best sown as soon as it is ripe in a cold frame. Stored seed can be sown in the spring in a cold frame. Germination can take 1 - 6 months at 18°c. Unless the seed has been sown too thickly, do not transplant the seedlings in their first year of growth, but give them regular liquid feeds to make sure they do not become deficient. Divide the small bulbs once the plants have died down, planting 2 - 3 bulbs per 8cm pot. Grow them on for another 2 years in a greenhouse or frame and plant them out into their permanent positions when dormant in late summer. It takes 3 years for plants to flower from seed. Division of the clumps in late summer after the plant has died down. The bulbs can be planted out direct into their permanent positions."
Incense (EN); Incenso (IT);,Boswellia,Seeds;,,,Amenorrhea;        ,https://www.gbif.org/species/3190439,3190439,,,,,,,,,
White butterbur (EN); Farfaraccio bianco (IT);,Petasites albus Gaertn. ,,,,Metrorrhagia;,https://www.gbif.org/species/7749287,7749287,https://temperate.theferns.info/viewtropical.php?id=Petasites+albus,,"Waste ground, roadsides, plantations and woods, often in damp soils.",perennial,"Prefers a deep fertile humus-rich soil that is permanently moist but not stagnant, succeeding in shade, semi-shade or full sun. Prefers partial shade. Prefers a heavy soil. Plants can be grown in quite coarse grass, which can be cut annually in the autumn. A very invasive plant, too rampant for anything other than the wild garden. Dioecious, male and female plants must be grown if seed is required.","The small fleshy petioles (leaf stems) are very palatable when cooked and eaten like asparagus.","A good ground cover for the wilder areas of the garden. It is too invasive to be used in small gardens and is only suitable for covering large areas. The leaves were at one time used by peasants as a head covering.",,"Seed - we have no information on this species but suggest sowing the seed in a cold frame as soon as it is ripe or in early spring. Only just cover the seed and do not allow the compost to dry out. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. Division succeeds at almost any time of the year. Very easy, larger divisions can be planted out direct into their permanent positions. We have found that it is better to pot up the smaller divisions and grow them on in light shade in a cold frame until they are well established before planting them out in late spring or early summer."
Coltsfoot (EN); Farfarella (IT);,Tussilago farfara,Leaves;,,,To regulate menstrual cycle;,https://www.gbif.org/species/3149879,3149879,https://temperate.theferns.info/viewtropical.php?id=Tussilago+farfara,"The plant contains traces of liver-affecting pyrrolizidine alkaloids and is potentially toxic in large doses.","Damp habitats, frequently on alkaline clays, in hedgebanks, roadsides, wasteland, often as a pioneer, and on dunes and shingle in coastal zones.",perennial,"A very easily grown plant, it succeeds in most soils when grown in full sun.  It prefers a moist neutral to alkaline soil and will also succeed in partial shade. Plants are hardy to about -29°c. Coltsfoot is a very tough plant that is more than capable of looking after itself. When well sited its roots will spread very freely sending up new shoots at some distance from the clump even if growing amongst dense weed competition. This can make it a problem weed in gardens,  so either choose your site with care or find some means of restraining it such as by planting in a large tub that is buried in the ground. The rhizomes can lay dormant in the soil for many years, emerging when the soil is disturbed.","Flower buds and young flowers - raw or cooked. A pleasant aniseed flavour, they add a distinctive aromatic flavour to salads. Young leaves - raw or cooked. They can be used in salads, added to soups, or cooked as a vegetable. The leaves have a bitter taste unless they are washed after being boiled. An aromatic tea is made from the fresh or dried leaves and flowers. It has a liquorice-like flavour. The dried and burnt leaves are used as a salt substitute. The slender rootstock is candied in sugar syrup.","The soft down on the underside of the leaves is used as a stuffing material. When wrapped in a rag, dipped in saltpetre and dried in the sun it makes an excellent tinder. Plants have an extensive root system and are used to stabilize banks. The leaves are a valuable addition to the compost heap.",,"Seed - the plant does not usually require help with spreading itself around, but if required the seed can be sown in situ in early spring or autumn. Division of the roots is very easy and succeeds at almost any time in the year. The divisions can be planted out direct into their permanent positions."
Starflower/Borage (EN); Borragine (IT);,Borago officinalis,Leaves; Flowering tops;,"Harvest before the flowers have fully opened, preferably in the morning","Dry immediately after harvesting in a dry, well-ventilated place, taking care to separate the flowers from their calyxes beforehand",Amenorrhea;        ,https://www.gbif.org/species/2926110,2926110,https://temperate.theferns.info/viewtropical.php?id=Borago+officinalis,"The plant, but not the oil obtained from the seeds, contains small amounts of pyrrolizidine alkaloids that can cause liver damage and liver cancer","Waste ground",annual,"A very easily grown plant, succeeding in ordinary garden soil, preferring a dry soil and a sunny position. It grows particularly well in loose, stony soils with some chalk and sand. Plants are tolerant of poor dry soils, though much bigger specimens are produced when the plants are growing in better conditions. Tolerates a pH in the range 4.8 to 8.3. Although an annual, the plant usually maintains itself by self-sowing, sometimes in quite a prolific manner, as long as the soil is disturbed by hoeing etc. Plants often develop mildew when growing in dry conditions or towards the end of the growing season. Flowers are a deeper blue when grown in poorer soils. The flowers are rich in a sweet nectar and are very attractive to bees.","Leaves - raw or cooked. They can be used as a pot-herb or be added to salads. They are also added whole as a flavouring to various drinks such as Pimms and wine-based drinks. The leaves are rich in potassium and calcium, they have a salty cucumber flavour. Very hairy, the whole leaves have an unpleasant feeling in the mouth and so they are best chopped up finely and added to other leaves when eaten in a salad. The leaves should always be used fresh, because they lose their flavour and colour if dried. Flowers - raw. They are used as a decorative garnish on salads and summer fruit drinks. The flowers are very nice, both to look at and to taste with a sweet slightly cucumber-like flavour. A refreshing tea is made from the leaves and/or the flowers. The dried stems are used for flavouring beverages. he seed yields 30% oil, 20% of which is gamma-linolenic acid. Unfortunately, the seed ripens intermittently over a period of time and falls from the plant when it is ripe, this makes harvesting the seeds in quantity very difficult. An edible blue dye can be obtained from the flowers. It is used to colour vinegar.","A blue dye is obtained from the flowers. This turns pink on contact with acids.","The growing plant is said to repel insects. The growing plant is a good companion for strawberries, tomatoes, courgettes and most other plants. It is said to deter Japanese beetle and tomato hornworms.","Seed - sow mid spring in situ. The plants quickly develop a stout tap-root and do not transplant successfully. The seed can also be sown in situ in the autumn, this will produce larger plants and earlier flowering. The plant usually self-sows prolifically."
Valerian (EN); Valeriana (IT);,Valeriana officinalis,Leaves; Roots,"Dry immediately after harvesting in a dry, well-ventilated place, taking care to separate the flowers from their calyxes beforehand","Dry thoroughly after washing, in the sun and in the open air, and store in glass containers in a cool, dry place",To regulate menstrual cycle;,https://www.gbif.org/species/2888763,2888763,https://temperate.theferns.info/viewtropical.php?id=Valeriana+officinalis,,"Littoral and inundated meadows, riverbanks, marshes, riparian forests, forest edges, scrub in gullies and steppe groves, mountains reaches to the subalpine zone, among rocks in subalpine meadows, juniper groves, dwarf birch thickets and Siberian pine",perennial,"A very easily grown plant, it succeeds in ordinary garden soil, preferring a rich heavy loam in a moist site. Thrives in full sun or in partial shade, doing well in light woodland. When grown for its medicinal root, the plant should not be allowed to flower. The flowers and the dried roots have a strong smell somewhat resembling stale perspiration. Cats are very fond of this plant, particularly the powdered root. Once a cat has discovered a plant they will often destroy it by constantly rolling over it. The dried root also attracts rats and can be used as a bait in traps. A good companion for most plants.","Seed. An essential oil from the leaves and root is used as a flavouring in ice cream, baked goods, condiments etc.  It is especially important in apple flavours. The leaves can also be used as a condiment. The plant is used in moderation as a herbal tea.","It is used in perfumery to provide a 'mossy' aroma,  though the scent is considered to be disagreeable by many people. The dried roots are also placed in linen cupboards and clothes drawers in order to scent the clothes. The dried root attracts rats and cats, it can be used as a bait to lure them away from other areas. An ingredient of 'QR' herbal compost activator. This is a dried and powdered mixture of several herbs that can be added to a compost heap in order to speed up bacterial activity and thus shorten the time needed to make the compost. The plant can also be used to make a very good liquid plant feed. It attracts earthworms. The leaves are very rich in phosphorus.",,"Seed - sow spring in a cold frame and only just cover the seed because it requires light for germination. Prick out the seedlings into individual pots when they are large enough to handle and plant out into their permanent positions in the summer if sufficient growth has been made. If the plants are too small to plant out, grow them on in the greenhouse or frame for their first winter and plant them out early in the following summer. Division in spring. Larger divisions can be planted out direct into their permanent positions. We have found that it is best to pot up smaller divisions and grow them on in light shade in a greenhouse or cold frame until they are growing away well. Plant them out in the summer or the following spring."
Red chickpea (EN); Ceci (IT);,Cicer arietinum,,,,To regulate menstrual cycle;,https://www.gbif.org/species/2947311,2947311,https://temperate.theferns.info/viewtropical.php?id=Cicer+arietinum,"he foliage and seedpods contain oxalic acid and can irritate the skin. Cooking will greatly reduce the oxalic acid content.",,annual,"lants are well-adapted to semi-arid areas with a rainfall of 650 - 1,000mm per year and are intolerant of heavy rain. They often do not succeed in mild moist maritime climates because the seedpods are hairy and this holds moisture. The moisture then encourages fungal growth and the seed usually rots before it is fully mature. Daytime temperatures in the range 18 - 26°c, plus a night time drop of around 8°c, are optimum. Plants become more tolerant of high temperatures in the latter stages of growth. Prefers a light well-drained fertile soil. Clay loams are generally suitable.  Requires a hot sunny position, tolerating drought once established.  Tolerates a pH in the range 6 to 9, succeeding in alkaline and saline conditions. This species has a symbiotic relationship with certain soil bacteria, these bacteria form nodules on the roots and fix atmospheric nitrogen. Some of this nitrogen is utilized by the growing plant but some can also be used by other plants growing nearby. When removing plant remains at the end of the growing season, it is best to only remove the aerial parts of the plant, leaving the roots in the ground to decay and release their nitrogen.","Seed - raw or cooked. The fresh or dried seed is cooked in soups, stews etc. It has a somewhat sweet flavour and a floury texture that is rather reminiscent of sweet chestnuts (Castanea sativa). The mature seed can also be sprouted and eaten raw. Parched seeds can be eaten as a snack. The seed can also be ground into a meal and used with cereal flours for making bread, cakes etc. The seed meal, mixed with sesame paste, yields the well-known appetizer 'hummus'. The seed is a good source of carbohydrates and protein. The roasted seed is a coffee substitute. The roasted root can also be used. Both the young seedpods and the young shoots are said to be edible but some caution is advised. See the notes above on toxicity. A refreshing drink can be made from the acid dew that collects on the hairy seedpods overnight.","A starch extracted from the seeds is suitable for textile sizing, giving a light finish to silk, wool and cotton clothes. The starch can also be used in the manufacturing of plywood. An indigo-like dye is obtained from chickpea leaves. The dried stems and roots are used as fuel for cooking.",,"Seed - sow mid spring in situ under cloches. Chick peas can germinate at lower temperatures than broad beans."
Bryonia dioica Jacq. (EN); Brionia (IT);,Bryonia dioica Jacq. ,Roots;,"Harvest in autumn or, preferably, in spring",Use the freshly picked plant,Amenorrhea;        ,https://www.gbif.org/species/6422396,6422396,https://temperate.theferns.info/viewtropical.php?id=Bryonia+dioica,"The root and fruit contain cucurbitacin and brydiofin. They can cause titanic convulsions, hypothermia and cramps.","Scrub and woodland, especially on well-drained soils, avoiding acid soils",perennial climber,"Young shoots - must be cooked.",,,,"Seed - best sown as soon as it is ripe in a cold frame. Sow stored seed in late winter in a cold frame. When large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter, planting them out into their permanent positions in late spring or early summer, after the last expected frosts. Division in early spring."
Capelvenere (IT); Southern maidenhair fern (EN);,Adiantum capillus-veneris,Leaves;,Harvest from June to September,Keep in closed containers in a dry place once it has been dried,To regulate menstrual cycle; Dysmenorrhea; Amenorrhea;        ,https://www.gbif.org/species/2651816,2651816,https://temperate.theferns.info/viewtropical.php?id=Adiantum+capillus-veneris,"Many ferns also contain thiaminase, an enzyme that robs the body of its vitamin B complex. In small quantities this enzyme will do no harm to people eating an adequate diet that is rich in vitamin B, though large quantities can cause severe health problems. The enzyme is destroyed by heat or thorough drying, so cooking the plant will remove the thiaminase.","Rock crevices, cliffs by the sea on basic rocks in damp positions. On limestone near running streams, bottom of limestone caves, cliffs wet with dripping water.",evergreen fern,"Its main requirement is moisture and so it is often found growing on wet rocks. Requires an abundance of moisture in the air and in the soil, hough the soil should be well-drained. Likes a position with plenty of light but dislikes full sun. Prefers a sheltered shady position. If the plant dries out temporarily it will lose most of its fronds, though it will usually resprout from the base. Members of this genus are rarely if ever troubled by browsing deer","The fronds are used as a garnish on sweet dishes. The dried fronds are used to make a tea. A syrup is made from the plant - it makes a refreshing summer drink. The fern is simmered in water for several hours and the liquid made into a thick syrup with sugar and orange water. It is then mixed with fruit juices to make a refreshing drink.","The leaves are used as a hair tonic and to make a shampoo that is used as a treatment for dandruff. The black, glossy stalks are worked into ornamental baskets and mats.","The growing plant is an indicator of calcareous soils","Spores - best sown as soon as ripe on the surface of a humus-rich sterilized soil. Keep the compost moist, preferably by putting a plastic bag over the pot. Germination should take place within 6 weeks. Pot on small clumps of plantlets as soon as they are large enough to handle and keep humid until they are well established. Do not plant outside until the ferns are at least 2 years old and then only in a very well sheltered position. Division in spring or autumn. Best carried out in early spring."
Gum arabic tree (EN); Gomma arabica (IT);,Acacia senegal Willd.,Rubber;,,,Metrorrhagia; Menorrhagia;,https://www.gbif.org/species/2978697,2978697,,,,,,,,,
Common bean (EN); Fagiolo (IT);,Phaseolus vulgaris ,Seeds;,Harvest whilst ripening,Remove the seeds from the pods and dry them in the sun. Then store them in bags or boxes,To regulate menstrual cycle;,https://www.gbif.org/species/5350452,5350452,https://temperate.theferns.info/viewtropical.php?id=Phaseolus+vulgaris,"Children eating just a few seeds have shown mild forms of poisoning with nausea and diarrhoea, though complete recovery took place in 12 - 24 hours. The toxins play a role in protecting the plant from insect predation.","Usually in drier localities of desert to thorny shrub, hillsides or steep slopes ín open pine-oak forests, growing in and over shrubs and brush.often at edges of thickets, trails, and over stone walls.",perennial,"A temperature in the range 19 - 27°c is preferred - above 30°c many flowers will abort and above 35°c seed is rarely produced. Climbing forms of the plant can succeed in areas of high rainfall, but dwarf forms appear to be more sensitive to high soil moisture levels. Heavy rain adversely affects fertilization.  Plants require a dry season in order to mature the seed. Requires a warm sunny position in a rich well-drained preferably light soil with plenty of moisture in the growing season. Dislikes heavy, wet or acid soils. Grows well in moderately heavy loam soils so long as they are well drained. Prefers a pH in the range 5.5 to 6.5. Immature pods of the dwarf forms can be harvested in about 40 - 60 days from sowing (70 - 90 days for climbing forms) whilst total yields of pods can reach 3 - 5 tonnes per hectare from the dwarf forms (4 - 6 tonnes from the climbing forms). When grown for their edible pods, the immature pods should be harvested regularly in order to promote extra flower production and therefore higher yields. Yields of green pods averages about 3kg per square metre, though double this can be achieved. Grow well with strawberries, carrots, cauliflowers, cucumbers, cabbage, beet, leek and celeriac. They are inhibited by alliums and fennel growing nearby. This species has a symbiotic relationship with certain soil bacteria, these bacteria form nodules on the roots and fix atmospheric nitrogen. Some of this nitrogen is utilized by the growing plant but some can also be used by other plants growing nearby. When removing plant remains at the end of the growing season, it is best to only remove the aerial parts of the plant, leaving the roots in the ground to decay and release their nitrogen.","Immature seedpods - raw or cooked. The green pods are commonly used as a vegetable, they have a mild flavour and should only be cooked for a short time. The pods are up to 20cm long and 15mm wide. When growing the plant for its seedpods, be sure to pick them whilst they are still small and tender. This will ensure the continued production of more pods by the plant. Flowering is reduced once the seeds begin to form inside the pods. The immature seeds are boiled or steamed and used as a vegetable. The mature seeds are dried and stored for future use. They must be thoroughly cooked before being eaten and are best soaked in water for about 12 hours prior to this. They can be boiled, baked, pureed, ground into a powder or fermented into 'tempeh' etc. The powdered seed makes a protein-enriching additive to flour, it can also be used in soups etc. The seed can also be sprouted and used in salads or cooked. The seed can be 7 - 16mm long. The roasted seeds have been used as a coffee substitute. Young leaves - raw or cooked as a potherb. The very young leaves are sometimes eaten as a salad, the older leaves are cooked.","A brown dye is obtained from red kidney beans. The plant contains phaseolin, which has fungicidal activity. Water from the cooked beans is very effective in reviving woollen fabric. The plant residue remaining after harvesting the dried beans is a source of biomass.",,"Pre-soak the seed for 12 hours in warm water and sow in mid spring in a greenhouse. Germination should take place within 10 days. When they are large enough to handle, prick the seedlings out into individual pots and plant them out after the last expected frosts. The seed can also be sown in situ in late spring though it may not ripen its seed in a cool summer."
St John’s wort (EN); Erba di San Giovanni (IT);,Hypericum perforatum,Leaves;,,,To regulate menstrual cycle; Dysmenorrhea;       ,https://www.gbif.org/species/3189486,3189486,https://temperate.theferns.info/viewtropical.php?id=Hypericum+perforatum,"Skin contact with the sap, or ingestion of the plant, can cause photosensitivity in some people","Open woods, hedgebanks and grassland, in dry sunny places, usually on calcareous soils.",perennial,"Easily grown in any reasonably good well-drained but moisture retentive soil. Succeeds in dry soils. Plants grow well in sun or semi-shade but they flower better when in a sunny position. St. John's wort is often found as a weed in the garden. It grows well in the summer meadow and is a useful plant for attracting insects. The whole plant, especially when in bloom, gives off a most unpleasant smell when handled.","The herb and the fruit are sometimes used as a tea substitute. The flowers can be used in making mead.","Yellow, gold and brown dyes are obtained from the flowers and leaves. A red is obtained from the flowers after acidification. A red dye is obtained from the whole plant when infused in oil or alcohol. A yellow is obtained when it is infused in water. The plant is said to contain good quantities of tannin, though exact figures are not available.",,"Seed - sow in a greenhouse as soon as it is ripe in the autumn or in the spring. It normally germinates in 1 - 3 months at 10°c. Prick out the seedlings into individual pots when they are large enough to handle and plant them out into their permanent positions in the summer. Division in spring or autumn. Very easy, larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring."
Walnut (EN); Noce (IT);,Juglans regia,Leaves; Husks;,"The leaves can be harvested in late summer. The husk, when the fruit is harvested",Dry the leaves in the shade and store them in paper or wooden containers. The husks should be sun-dried and stored away from moisture and dust,Menorrhagia;,https://www.gbif.org/species/3054368,3054368,https://temperate.theferns.info/viewtropical.php?id=Juglans+regia,,,dedicious tree,"Juglans regia is reported to tolerate an annual precipitation of 31 to 147cm, an annual temperature in the range of 7.0 to 21.1°C and a pH in the range of 4.5 to 8.2. The dormant plant is very cold tolerant, tolerating temperatures down to about -27°C without serious damage, but the young spring growth is rather tender and can be damaged by late frosts. Some late-leafing cultivars have been developed, these often avoid damage from spring frosts and can produce a better quality timber tree. Requires a deep well-drained loam and a sunny position sheltered from strong winds. Prefers a slightly alkaline heavy loam but succeeds in most soils. The walnut tree is frequently cultivated for its edible seed in temperate zones of the world, there are many named varieties. Plants produce a deep taproot and they are intolerant of root disturbance. Seedlings should be planted out into their permanent positions as soon as possible and given some protection for their first winter or two since they are somewhat tender when young. Flower initiation depends upon suitable conditions in the previous summer. The flowers and young growths can be destroyed by even short periods down to -2°c, but fortunately plants are usually late coming into leaf. Some cultivars are self-fertile, though it is generally best to grow at least two different cultivars to assist in cross-pollination. Any pruning should only be carried out in late summer to early autumn or when the plant is fully dormant otherwise wounds will bleed profusely and this will severely weaken the tree. Plants produce chemicals which can inhibit the growth of other plants. These chemicals are dissolved out of the leaves when it rains and are washed down to the ground below, reducing the growth of plants under the tree. Trees have a dense canopy which tends to reduce plant growth below them. All in all, not the best of companion trees, it is also suggested that the trees do not like growing together in clumps. Trees are said to inhibit the growth of potatoes and tomatoes. This species is notably susceptible to honey fungus. The bruised leaves have a pleasant sweet though resinous smell.","Seed - eaten raw or used in confections, cakes, ice cream etc.  A delicious flavour. The seed can also be ground into a meal and used as a flavouring in sweet and savoury dishes. Whole walnuts and walnut products (such as walnut flour) are of high popularity as a health food as they contain an antioxidants and antimutagenics and as a super food due to high protein content. The unripe fruits are pickled in vinegar. An edible oil is obtained from the seed, it should not be stored for any length of time since it tends to go rancid quickly. The oil has a pleasant flavour and is used in salads or for cooking. The sap is tapped in spring and used to make a sugar. The leaves are used as a tea.","A yellow dye is obtained from the green husks. The rind of unripe fruits is a good source of tannin. A brown dye is obtained from the leaves and mature husks. It does not require a mordant and turns black if prepared in an iron pot. The dye is often used as a colouring and tonic for dark hair. The leaves and the husks can be dried for later use. A golden-brown dye is obtained from the catkins in early summer. It does not require a mordant. A drying oil is obtained from the seed. It is used in soap making, paints, etc. It is not very stable and quickly goes rancid. The nuts can be used as a wood polish. Simply crack open the shell and rub the kernel into the wood to release the oils. Wipe off with a clean cloth. The dried fruit rind is used to paint doors, window frames etc. The shells may be used as anti-skid agents for tyres, blasting grit, and in the preparation of activated carbon. The leaves contain juglone, this has been shown to have pesticidal and herbicidal properties. The crushed leaves are an insect repellent. Juglone is also secreted from the roots of the tree, it has an inhibitory effect on the growth of many other plants. Bark of the tree and the fruit rind are dried and used as a tooth cleaner. They can also be used fresh. Wood - heavy, hard, durable, close grained, seasons and polishes well. A very valuable timber tree, it is used for furniture making, craft pieces, veneer etc.",,"The seed is best sown as soon as it is ripe in individual deep pots in a cold frame. You need to protect it from mice, birds, squirrels etc. The seed usually germinates in late winter or the spring. Plant out the seedlings into their permanent positions in early summer and give some protection from the cold for their first winter or two. The seed can also be stored in cool moist conditions (such s the salad compartment of a fridge) over the winter and sown in early spring but it may then require a period of cold stratification before it will germinate. Named varieties are propagated by budding."
